name,method_name,qiskit_version,date,platform_name,sample_size,seed,optimization_level,metric_name,metric_value
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,114,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,215,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,215,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,16,3,circuit depth,6
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,16,3,gate count,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,117,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,117,3,gate count,16
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,18,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,18,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,19,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,19,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,20,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,20,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,121,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,121,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,22,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,22,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,123,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,123,3,gate count,15
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,24,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,24,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,25,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,25,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,26,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,26,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,27,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,27,3,gate count,23
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,28,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,28,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,29,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,29,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,30,3,circuit depth,7
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,30,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,31,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,31,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,32,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,32,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,33,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,33,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,34,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,34,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,35,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,35,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,36,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,36,3,gate count,23
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,37,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,37,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,38,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,38,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,39,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,39,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,40,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,40,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,141,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,141,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,142,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,142,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,143,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,143,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,144,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,144,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,45,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,45,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,46,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,46,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,47,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,47,3,gate count,15
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,48,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,48,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,49,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,49,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,150,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,150,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,51,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,51,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,52,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,52,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,153,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,153,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,54,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,54,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,55,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,55,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,56,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,56,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,57,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,57,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,58,3,circuit depth,16
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,58,3,gate count,24
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,59,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,59,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,60,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,60,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,61,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,61,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,62,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,62,3,gate count,15
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,163,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,163,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,64,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,64,3,gate count,22
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,165,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,165,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,66,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,66,3,gate count,15
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,67,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,67,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,68,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,68,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,69,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,69,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,70,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,70,3,gate count,16
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,71,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,71,3,gate count,16
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,72,3,circuit depth,6
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,72,3,gate count,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,73,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,73,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,74,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,74,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,75,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,75,3,gate count,16
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,76,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,76,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,77,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,77,3,gate count,19
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,78,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,78,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,179,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,179,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,80,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,80,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,181,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,181,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,82,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,82,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,283,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,283,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,84,3,circuit depth,7
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,84,3,gate count,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,85,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,85,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,86,3,circuit depth,8
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,86,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,87,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,87,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,88,3,circuit depth,12
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,88,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,289,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,289,3,gate count,18
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,90,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,90,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,291,3,circuit depth,11
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,291,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,92,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,92,3,gate count,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,93,3,circuit depth,14
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,93,3,gate count,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,94,3,circuit depth,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,94,3,gate count,17
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,95,3,circuit depth,6
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,95,3,gate count,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,96,3,circuit depth,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,96,3,gate count,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,97,3,circuit depth,5
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,97,3,gate count,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,98,3,circuit depth,7
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,98,3,gate count,10
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,99,3,circuit depth,9
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,99,3,gate count,13
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,,,circuit depth - ave,10.51
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,,,circuit depth - stdev,2.204
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,,,gate count - ave,17.37
ex1_226.qasm circuit benchmark,qiskit compilation,0.19.2,2022-02-02,rigetti_16q_aspen,100,,,gate count - stdev,3.572
